id,user_id,average_rating,learning_path_id
956,122,80.0,19
957,122,86.0,20
958,123,78.25,2
959,123,90.0,17
960,123,69.0,10
961,123,86.0,18
962,123,81.0,7
963,123,82.0,12
964,123,81.0,6
965,123,76.0,11
966,123,74.0,1
967,123,65.0,19
968,123,88.0,14
969,124,80.0,17
970,124,81.75,2
971,124,79.0,7
972,124,78.0,4
973,124,92.0,13
974,124,73.5,11
975,124,75.0,15
976,124,88.0,5
977,125,87.0,17
978,125,81.0,2
979,125,84.0,15
980,125,81.5,4
981,125,79.0,13
982,125,92.0,8
983,125,81.0,16
984,125,87.5,7
985,125,81.0,20
986,126,91.0,17
987,126,77.33,2
988,126,80.0,8
989,126,89.0,14
990,126,80.0,3
991,126,81.0,6
992,126,86.0,7
993,126,78.0,10
994,127,78.0,2
995,127,79.0,17
996,127,77.0,9
997,127,85.0,11
998,127,73.0,1
999,127,75.0,14
1000,127,81.5,20
1001,127,81.0,12
1002,128,84.25,2
1003,128,77.0,17
1004,128,81.0,3
1005,128,73.0,13
1006,128,78.0,1
1007,128,81.0,14
1008,128,84.0,12
1009,128,86.0,6
1010,128,80.0,16
1011,129,86.0,2
1012,129,78.33,17
1013,129,85.0,14
1014,129,70.0,11
1015,129,85.0,4
1016,129,75.0,8
1017,129,70.0,3
1018,129,82.0,13
1019,130,76.5,2
1020,130,92.0,17
1021,130,84.0,11
1022,130,73.0,12
1023,130,80.0,10
1024,130,79.0,3
1025,130,68.0,8
1026,130,65.0,4
1027,131,68.0,17
1028,131,80.25,2
1029,131,69.0,16
1030,131,71.0,10
1031,131,74.0,8
1032,131,67.0,18
1033,131,69.0,6
1034,131,83.0,1
1035,131,74.0,15
1036,132,84.0,2
1037,132,78.5,17
1038,132,84.0,5
1039,132,77.5,1
1040,132,65.0,14
1041,132,80.0,12
1042,132,89.0,11
1043,132,75.0,3
1044,132,79.0,15
1045,133,76.0,2
1046,133,74.0,17
1047,133,75.5,16
1048,133,75.0,11
1049,133,89.0,15
1050,133,89.0,9
1051,133,91.0,5
1052,133,80.0,13
1053,134,80.2,2
1054,134,80.0,17
1055,134,76.0,14
1056,134,90.0,8
1057,134,81.0,10
1058,134,87.0,12
1059,134,84.0,3
1060,135,81.75,2
1061,135,76.0,17
1062,135,92.0,3
1063,135,67.0,15
1064,135,75.0,6
1065,135,82.0,20
1066,136,82.0,2
1067,136,88.0,17
1068,136,72.0,12
1069,136,78.0,20
1070,136,78.0,7
1071,136,69.0,4
1072,136,86.0,11
1073,136,94.0,9
1074,136,80.0,18
1075,136,84.0,14
1076,137,83.0,2
1077,137,84.0,17
1078,137,81.0,11
1079,137,69.0,6
1080,137,86.0,14
1081,137,87.0,4
1082,137,98.0,5
1083,137,92.0,7
1084,138,83.5,2
1085,138,74.0,17
1086,138,82.0,14
1087,138,84.0,19
1088,138,77.0,20
1089,138,80.0,5
1090,138,74.0,9
1091,138,79.0,1
1092,138,73.0,11
1093,139,90.5,17
1094,139,75.5,2
1095,139,65.0,11
1096,139,77.0,14
1097,139,73.0,15
1098,139,86.0,7
1099,139,73.0,18
1100,139,88.0,12
1101,139,76.0,5
1102,140,93.0,17
1103,140,84.4,2
1104,140,93.0,19
1105,140,78.0,3
1106,140,69.0,16
1107,140,78.0,13
1108,140,82.0,6
1109,141,80.2,2
1110,141,89.0,17
1111,141,74.0,9
1112,141,75.0,5
1113,141,89.0,12
1114,141,84.0,15
1115,141,84.0,7
1116,142,78.0,17
1117,142,87.25,2
1118,142,94.0,15
1119,142,82.0,20
1120,142,86.0,19
1121,142,82.0,14
1122,142,67.0,8
1123,142,78.0,4
1124,142,66.0,18
1125,143,81.5,2
1126,143,89.0,17
1127,143,85.0,4
1128,143,75.0,6
1129,143,66.0,14
1130,143,82.0,1
1131,143,76.0,19
1132,143,61.0,3
1133,143,76.0,20
1134,144,74.0,2
1135,144,78.0,17
1136,144,84.0,11
1137,144,93.0,13
1138,144,78.0,4
1139,144,82.0,8
1140,144,67.0,20
1141,145,84.75,2
1142,145,84.0,17
1143,145,73.0,7
1144,145,89.0,20
1145,145,84.0,16
1146,145,78.5,5
1147,145,92.0,10
1148,145,72.0,11
1149,145,72.0,12
1150,145,86.0,18
1151,146,82.25,2
1152,146,76.0,17
1153,146,77.0,9
1154,146,69.0,5
1155,146,74.0,18
1156,146,82.0,13
1157,146,94.0,19
1158,146,76.0,3
1159,146,79.0,1
1160,146,74.0,12
1161,147,82.25,2
1162,147,74.0,17
1163,147,75.0,9
1164,147,81.0,12
1165,147,80.0,16
1166,147,92.0,10
1167,147,80.0,14
1168,147,68.0,18
1169,147,78.0,20
1170,147,89.0,15
1171,148,73.33,17
1172,148,81.0,2
1173,148,80.0,15
1174,148,79.0,4
1175,148,83.0,14
1176,148,76.0,10
1177,148,82.0,7
1178,148,82.0,12
1179,149,80.5,2
1180,149,73.0,17
1181,149,83.0,7
1182,149,72.0,5
1183,149,79.0,8
1184,149,77.0,12
1185,149,62.0,19
1186,150,77.5,2
1187,150,83.0,17
1188,150,80.0,11
1189,150,67.0,14
1190,150,80.0,18
1191,150,69.0,15
1192,150,83.5,1
1193,150,95.0,10
1194,150,95.0,16
1195,151,82.5,2
1196,151,81.0,17
1197,151,83.0,18
1198,151,73.0,7
1199,151,89.67,16
1200,151,88.0,9
1201,151,92.0,11
1202,151,82.0,15
1203,152,78.8,2
1204,152,76.5,17
1205,152,78.0,14
1206,152,71.0,13
1207,152,74.0,15
1208,152,85.0,20
1209,152,71.0,11
1210,153,78.5,2
1211,153,88.0,17
1212,153,69.0,8
1213,153,77.0,16
1214,153,79.0,15
1215,153,69.0,6
1216,153,76.67,7
1217,153,63.0,19
1218,153,87.0,9
1219,154,80.25,2
1220,154,80.0,17
1221,154,86.0,18
1222,154,88.0,8
1223,154,71.0,6
1224,154,75.0,15
1225,154,90.0,19
1226,154,66.0,9
1227,154,71.0,11
1228,154,62.0,7
1229,154,84.0,4
1230,155,77.0,17
1231,155,79.25,2
1232,155,85.0,1
1233,155,84.0,20
1234,155,81.0,8
1235,155,67.0,5
1236,155,83.0,15
1237,155,87.0,4
1238,156,84.4,2
1239,156,78.0,17
1240,156,71.0,10
1241,156,85.0,15
1242,156,77.0,4
1243,156,78.0,8
1244,156,81.0,14
1245,157,92.0,17
1246,157,76.6,2
1247,157,89.0,13
1248,157,88.0,3
1249,157,81.0,8
1250,157,90.0,15
1251,158,76.75,2
1252,158,78.0,17
1253,158,72.0,7
1254,158,89.0,13
1255,158,87.0,19
1256,158,73.5,4
1257,158,92.0,10
1258,158,70.0,20
1259,159,79.0,2
1260,159,79.5,17
1261,159,82.0,4
1262,159,79.0,19
1263,159,71.0,3
1264,159,84.0,11
1265,159,79.0,14
1266,160,76.75,2
1267,160,73.5,17
1268,160,86.0,6
1269,160,87.0,20
1270,160,80.0,15
1271,160,65.0,13
1272,160,72.0,14
1273,160,69.0,11
1274,161,83.5,2
1275,161,78.0,17
1276,161,77.67,16
1277,161,74.0,20
1278,161,79.0,8
1279,161,81.0,18
1280,161,86.0,5
1281,162,80.33,2
1282,162,88.0,17
1283,162,85.0,16
1284,162,94.0,18
1285,162,96.0,15
1286,162,91.0,6
1287,162,76.5,13
1288,162,91.0,5
1289,163,80.25,2
1290,163,95.0,17
1291,163,80.0,19
1292,163,73.0,5
1293,163,78.0,1
1294,163,74.0,3
1295,163,86.0,18
1296,163,74.0,15
1297,163,71.0,9
1298,163,71.0,14
1299,164,83.0,17
1300,164,84.75,2
1301,164,75.0,3
1302,164,96.0,7
1303,164,78.0,14
1304,164,81.0,10
1305,164,90.0,9
1306,164,68.0,8
1307,164,86.5,4
1308,164,81.0,5
1309,165,85.4,2
1310,165,83.0,17
1311,165,74.0,10
1312,165,67.0,18
1313,165,71.5,6
1314,165,82.0,12
1315,165,89.0,14
1316,166,74.33,2
1317,166,77.0,17
1318,166,75.0,12
1319,166,85.5,1
1320,166,92.0,20
1321,166,74.0,7
1322,166,76.0,8
1323,167,80.25,2
1324,167,83.0,17
1325,167,76.0,3
1326,167,89.0,15
1327,167,84.0,6
1328,167,83.0,9
1329,167,86.0,10
1330,167,86.0,20
1331,167,74.0,5
1332,168,81.0,2
1333,168,74.5,5
1334,168,72.0,15
1335,168,69.0,12
1336,168,72.0,13
1337,168,77.0,20
1338,168,84.0,4
1339,169,79.0,17
1340,169,85.0,2
1341,169,94.0,4
1342,169,82.5,12
1343,169,79.0,3
1344,169,81.0,14
1345,169,88.0,18
1346,169,81.0,11
1347,169,75.0,16
1348,170,80.0,17
1349,170,79.5,2
1350,170,83.0,6
1351,170,96.0,15
1352,170,85.5,4
1353,170,81.0,14
1354,170,81.0,12
1355,170,82.0,1
1356,170,94.0,7
1357,170,67.0,8
1358,171,85.4,2
1359,171,75.5,17
1360,171,74.0,6
