user_id,learning_path_id_1,learning_path_id_2,learning_path_id_3,learning_path_id_4,learning_path_id_5,learning_path_id_6,learning_path_id_7,learning_path_id_8,learning_path_id_9,learning_path_id_10,learning_path_id_11,learning_path_id_12,learning_path_id_13,learning_path_id_14,learning_path_id_15,learning_path_id_16,learning_path_id_17,learning_path_id_18,learning_path_id_19,learning_path_id_20
49,0.0,77.6,0.0,0.0,0.0,80.0,0.0,0.0,86.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,72.0,77.0,0.0
50,0.0,79.75,0.0,0.0,73.0,0.0,0.0,0.0,78.0,84.0,76.0,0.0,0.0,0.0,0.0,90.0,89.5,0.0,0.0,0.0
51,66.0,74.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,66.0,0.0,73.0,0.0,85.0,0.0,82.0,0.0
52,0.0,79.0,0.0,0.0,0.0,0.0,76.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,77.0,77.0,0.0
53,84.0,85.75,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67,0.0,83.0,76.0,0.0,78.0,0.0,74.0,87.0
54,72.0,85.33,66.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,76.0,72.0,91.5,0.0,0.0,0.0
55,0.0,75.5,84.0,0.0,0.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,83.0,71.0,74.0,0.0,86.0,0.0,0.0,84.0
56,0.0,79.75,0.0,0.0,76.0,0.0,0.0,0.0,66.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,68.0,86.0,84.5,0.0
57,0.0,86.0,0.0,0.0,82.0,0.0,72.0,0.0,0.0,92.0,0.0,0.0,0.0,66.0,0.0,94.0,70.0,0.0,0.0,88.0
58,0.0,81.25,0.0,73.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,72.0,0.0,0.0,0.0,75.0,78.0,0.0,0.0,0.0
59,93.0,79.5,0.0,0.0,0.0,79.0,0.0,0.0,0.0,84.0,89.0,0.0,0.0,0.0,0.0,0.0,77.0,64.0,0.0,85.0
60,0.0,84.25,84.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.0,0.0,86.0,73.0,70.0,0.0
61,77.0,79.75,71.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,84.33,0.0,89.0,0.0,89.0,0.0,90.0,0.0,0.0,80.0
62,0.0,83.2,76.5,0.0,0.0,80.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,77.0,82.0,76.0,88.0,0.0,77.0
63,89.0,77.8,86.0,0.0,81.0,75.0,0.0,79.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.0,87.0,72.0,0.0,79.0
64,74.0,84.5,0.0,84.0,0.0,76.0,76.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,85.0
65,74.0,85.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,65.0,0.0,77.0,72.0,87.0,68.0,77.0,0.0,69.0,0.0
66,0.0,87.33,70.0,0.0,0.0,72.0,0.0,83.0,0.0,85.0,74.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,79.0
67,0.0,77.5,0.0,0.0,0.0,84.0,0.0,0.0,80.5,0.0,0.0,0.0,76.0,0.0,80.5,0.0,83.0,77.0,0.0,78.0
68,0.0,76.75,78.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,0.0,0.0,74.0,0.0,86.0,0.0,84.5,74.5
69,84.0,78.25,0.0,84.0,89.0,85.0,65.0,0.0,70.0,80.0,0.0,0.0,0.0,0.0,77.0,0.0,89.5,78.0,0.0,0.0
70,0.0,82.75,78.5,0.0,0.0,0.0,64.0,79.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,89.0
71,0.0,74.25,0.0,78.0,0.0,83.0,97.0,0.0,0.0,74.0,92.0,93.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,78.0
72,0.0,81.0,0.0,0.0,93.0,0.0,0.0,0.0,74.0,80.0,0.0,80.5,0.0,83.0,78.0,0.0,86.0,0.0,74.0,0.0
73,0.0,74.25,81.0,92.0,0.0,83.0,0.0,85.0,0.0,91.0,0.0,0.0,0.0,75.0,0.0,0.0,92.0,0.0,86.5,0.0
74,0.0,78.75,0.0,0.0,77.0,0.0,71.0,83.0,0.0,0.0,77.0,0.0,75.5,83.0,0.0,0.0,72.5,0.0,0.0,0.0
75,0.0,81.75,0.0,0.0,0.0,0.0,74.0,0.0,81.0,79.0,75.0,87.0,0.0,0.0,0.0,0.0,81.0,73.5,0.0,76.0
76,0.0,72.75,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,76.0,90.0,80.5,82.0,0.0
77,0.0,75.25,82.0,0.0,0.0,86.0,84.0,0.0,0.0,77.0,0.0,0.0,68.0,0.0,0.0,0.0,71.0,75.0,0.0,0.0
78,0.0,80.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,87.0,0.0,71.0,0.0,77.0,73.0,78.0,68.0,71.0,0.0
79,0.0,84.25,0.0,0.0,68.0,0.0,82.0,0.0,72.0,0.0,84.0,0.0,0.0,0.0,80.0,0.0,75.0,72.0,0.0,0.0
80,0.0,76.8,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,83.0,85.0,0.0,73.0,0.0,72.0,83.0,87.0,0.0,0.0
81,0.0,83.8,0.0,0.0,83.0,67.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,81.0,0.0,0.0,0.0
82,0.0,75.0,81.0,78.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,0.0,75.0,0.0
83,0.0,84.25,0.0,0.0,74.0,72.0,0.0,0.0,0.0,0.0,80.0,0.0,86.0,0.0,0.0,94.0,83.0,80.0,0.0,0.0
84,72.0,77.25,0.0,0.0,73.67,0.0,88.0,0.0,0.0,76.0,0.0,82.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0
85,0.0,75.25,74.0,0.0,0.0,0.0,87.5,76.0,0.0,79.0,0.0,0.0,77.0,0.0,75.0,0.0,84.0,78.0,85.0,0.0
86,72.0,87.25,84.0,80.5,0.0,0.0,94.0,79.0,71.0,0.0,0.0,72.0,81.0,0.0,0.0,79.0,78.0,0.0,0.0,0.0
87,77.0,78.0,77.0,0.0,0.0,66.0,90.0,0.0,0.0,90.0,0.0,0.0,91.0,0.0,0.0,69.0,87.0,0.0,0.0,75.0
88,0.0,82.5,0.0,77.0,74.0,0.0,0.0,0.0,82.0,83.0,0.0,0.0,72.0,0.0,79.0,0.0,74.0,80.5,0.0,81.0
89,0.0,73.25,0.0,83.0,0.0,0.0,83.5,0.0,0.0,87.0,0.0,76.0,0.0,0.0,71.0,0.0,80.0,0.0,0.0,0.0
90,75.0,85.25,0.0,0.0,0.0,0.0,0.0,82.0,80.0,73.0,0.0,0.0,0.0,0.0,0.0,93.0,72.0,0.0,0.0,0.0
91,0.0,78.0,0.0,89.0,77.0,90.0,0.0,78.0,0.0,90.0,71.0,0.0,0.0,0.0,73.0,0.0,82.0,0.0,0.0,0.0
92,0.0,85.75,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,84.0,89.0,84.0,91.5,73.0
93,0.0,79.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,80.0,0.0,75.0,88.5,75.0,0.0,88.0,0.0
94,80.0,78.83,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
95,87.0,80.25,0.0,0.0,92.0,92.0,71.0,0.0,0.0,0.0,76.0,0.0,83.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0
96,0.0,85.0,0.0,73.0,0.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,83.0,82.0,0.0,78.0
97,0.0,78.25,89.0,0.0,0.0,0.0,79.0,0.0,85.0,83.0,0.0,0.0,76.0,0.0,0.0,0.0,78.0,0.0,73.0,83.0
98,90.0,77.5,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,88.0,79.0,75.0,0.0,0.0
99,0.0,78.5,0.0,0.0,0.0,0.0,78.0,73.0,0.0,94.0,0.0,0.0,0.0,0.0,84.0,73.0,83.0,0.0,0.0,71.0
100,86.0,72.0,0.0,0.0,0.0,87.0,82.5,0.0,0.0,94.0,82.0,84.0,0.0,77.0,83.0,0.0,83.0,0.0,0.0,0.0
101,0.0,77.6,89.0,79.0,0.0,0.0,0.0,84.0,0.0,73.0,0.0,80.5,0.0,0.0,0.0,69.0,86.0,0.0,0.0,74.0
102,77.0,78.33,0.0,80.0,0.0,0.0,75.0,0.0,0.0,80.67,0.0,0.0,0.0,83.0,0.0,85.0,74.0,0.0,0.0,0.0
103,87.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,76.0,75.0,0.0,80.0,0.0,0.0,86.0
104,88.0,77.5,0.0,0.0,84.0,80.0,82.0,0.0,0.0,0.0,0.0,78.0,92.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
105,0.0,77.4,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,83.0,79.0,86.0,0.0,82.0,80.0,0.0,0.0,86.0
106,0.0,74.75,85.0,0.0,90.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,83.0
107,0.0,77.75,0.0,0.0,74.0,75.0,83.0,73.0,0.0,78.0,0.0,0.0,0.0,80.0,73.0,0.0,75.5,0.0,0.0,83.0
108,81.0,78.75,68.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,76.0,0.0,0.0,0.0
109,93.0,83.25,0.0,0.0,86.0,0.0,0.0,0.0,0.0,77.0,89.0,0.0,0.0,0.0,92.0,85.0,94.0,0.0,90.0,82.0
110,0.0,79.2,0.0,0.0,0.0,0.0,69.0,78.0,69.0,89.0,0.0,80.0,0.0,0.0,0.0,85.0,76.5,78.0,80.0,0.0
111,0.0,81.2,0.0,0.0,69.0,0.0,0.0,84.0,0.0,84.0,81.0,75.0,80.0,0.0,82.0,0.0,72.0,0.0,0.0,0.0
112,0.0,82.75,0.0,0.0,80.0,76.0,0.0,0.0,91.0,0.0,75.0,0.0,82.0,0.0,91.0,72.5,79.67,0.0,0.0,0.0
113,0.0,84.0,0.0,0.0,86.0,72.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,63.0,0.0,0.0,0.0
114,0.0,74.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,91.0,80.0,77.0,0.0
115,0.0,82.25,66.0,0.0,0.0,0.0,74.0,0.0,90.0,77.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
116,0.0,77.75,0.0,79.0,0.0,78.0,0.0,89.0,0.0,0.0,79.0,0.0,0.0,0.0,85.0,78.0,80.0,82.5,0.0,0.0
117,0.0,77.75,74.0,0.0,86.0,0.0,0.0,0.0,72.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,77.0
118,0.0,84.2,0.0,92.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,86.5,0.0,63.0,0.0
119,80.0,79.33,92.0,91.0,86.0,79.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,74.0,0.0,77.0
120,0.0,77.5,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,93.0,0.0,0.0,81.0,0.0,0.0,77.67,0.0,0.0,73.5
121,0.0,74.5,0.0,84.0,0.0,87.0,74.0,0.0,0.0,79.0,0.0,0.0,0.0,86.0,0.0,0.0,91.0,0.0,70.0,73.0
122,0.0,86.0,82.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,90.0,87.0,0.0,0.0
123,81.0,78.0,83.0,0.0,0.0,0.0,73.0,0.0,0.0,83.0,0.0,75.0,0.0,0.0,0.0,0.0,82.0,0.0,78.0,0.0
124,0.0,84.33,0.0,0.0,83.0,83.0,0.0,0.0,78.0,0.0,70.0,84.0,89.0,0.0,0.0,0.0,77.0,0.0,75.33,0.0
125,0.0,78.67,0.0,0.0,0.0,0.0,0.0,0.0,82.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,69.0,80.0
126,0.0,81.75,90.0,0.0,0.0,0.0,0.0,84.0,0.0,73.0,0.0,0.0,84.0,0.0,91.0,0.0,73.0,86.5,0.0,0.0
127,0.0,85.75,0.0,0.0,79.0,0.0,75.0,0.0,0.0,78.0,0.0,80.0,75.0,0.0,0.0,0.0,82.5,80.0,73.0,0.0
128,0.0,83.25,84.0,0.0,0.0,75.0,0.0,0.0,0.0,78.0,75.0,0.0,83.67,0.0,0.0,0.0,87.0,77.0,0.0,74.0
129,0.0,74.67,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,86.25,0.0,0.0,0.0,0.0,86.5,73.0,75.0,0.0,0.0
130,0.0,83.5,75.0,81.0,0.0,78.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,82.0,0.0,0.0,73.0,86.0,80.0,0.0
131,0.0,81.0,0.0,0.0,81.0,74.0,0.0,0.0,69.0,0.0,81.0,78.0,0.0,77.0,0.0,0.0,67.0,0.0,0.0,84.0
132,0.0,83.0,0.0,82.0,86.0,0.0,82.0,98.0,89.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,73.0
133,0.0,77.75,0.0,0.0,0.0,85.0,0.0,88.0,0.0,0.0,79.0,0.0,78.0,68.0,0.0,0.0,87.5,0.0,0.0,0.0
134,72.0,82.5,0.0,0.0,0.0,79.0,0.0,0.0,68.0,0.0,0.0,89.0,84.0,84.0,0.0,82.0,82.5,0.0,0.0,81.0
135,80.0,77.5,0.0,0.0,0.0,76.5,0.0,79.0,0.0,71.5,0.0,0.0,0.0,0.0,72.0,0.0,97.0,82.0,0.0,0.0
136,0.0,83.25,0.0,70.0,0.0,0.0,73.0,0.0,0.0,91.0,0.0,0.0,87.0,0.0,71.0,0.0,73.0,78.0,0.0,0.0
137,0.0,71.75,0.0,0.0,0.0,0.0,70.0,0.0,79.67,0.0,71.0,89.0,82.0,0.0,78.5,80.0,85.0,0.0,0.0,0.0
138,0.0,81.4,0.0,0.0,87.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,0.0,72.0,73.0,0.0,0.0,0.0
139,0.0,88.0,0.0,0.0,0.0,0.0,79.0,66.0,0.0,74.0,80.0,0.0,78.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
140,0.0,84.2,0.0,73.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,88.0,0.0,79.0,0.0,76.0,0.0,0.0,0.0
141,0.0,82.25,0.0,0.0,0.0,66.0,0.0,88.0,74.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,69.0,76.0,0.0
142,0.0,75.25,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,0.0,70.0,0.0,71.0,0.0,0.0,74.0
143,0.0,76.25,0.0,79.0,0.0,70.0,79.0,0.0,0.0,85.0,0.0,78.0,0.0,0.0,0.0,0.0,71.0,77.0,0.0,0.0
144,0.0,85.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,67.0,91.0,85.0,83.0,0.0
145,0.0,76.5,80.0,74.0,0.0,82.5,0.0,0.0,0.0,74.0,0.0,0.0,91.0,86.0,84.0,76.0,74.0,0.0,79.0,0.0
146,0.0,80.0,82.0,67.0,76.0,0.0,0.0,82.0,0.0,0.0,79.0,0.0,75.0,87.0,82.0,0.0,73.0,75.0,84.0,0.0
147,0.0,78.5,74.0,0.0,0.0,0.0,0.0,79.0,0.0,78.0,78.5,87.0,87.0,0.0,82.0,0.0,88.0,0.0,0.0,86.0
148,0.0,76.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,85.0,86.0,0.0,0.0,86.0,72.0,0.0,81.0,0.0
149,86.0,80.2,85.0,0.0,0.0,0.0,95.0,0.0,0.0,86.0,0.0,0.0,0.0,76.0,0.0,0.0,89.0,74.0,73.0,0.0
150,0.0,76.6,77.0,84.5,0.0,74.0,87.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,80.0
151,0.0,69.8,94.0,76.5,0.0,0.0,0.0,80.0,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,81.5,85.0,0.0,0.0
152,77.0,78.8,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,82.0,67.0,0.0,0.0,0.0
153,0.0,81.5,0.0,0.0,78.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,81.0,0.0,0.0,88.0
154,0.0,80.6,0.0,0.0,78.0,83.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,72.0,80.0,88.5,0.0,0.0,84.0
155,0.0,84.6,0.0,0.0,90.0,0.0,0.0,0.0,0.0,79.0,0.0,71.0,84.0,0.0,0.0,77.0,81.5,0.0,70.0,70.0
156,80.0,85.2,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,87.0,96.0,0.0,69.0,88.0,0.0,82.0,0.0
157,81.5,82.8,0.0,0.0,0.0,0.0,73.0,0.0,73.0,85.0,0.0,86.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
158,89.0,82.5,0.0,76.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,73.0,0.0,0.0,0.0
159,76.0,92.0,82.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,84.0,81.0,0.0,78.5,0.0,77.0,0.0,97.0,0.0
160,0.0,79.5,92.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.67,79.67,0.0,0.0,0.0
161,77.0,82.75,67.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,76.0,81.0,0.0,0.0,0.0
162,80.0,71.0,90.0,0.0,0.0,67.0,0.0,0.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.0,74.0,77.0
163,0.0,79.25,88.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,87.0,93.0,0.0,76.0
164,86.0,80.25,67.0,0.0,0.0,71.0,65.0,0.0,0.0,0.0,84.0,0.0,82.0,0.0,79.0,0.0,84.0,0.0,90.0,0.0
165,79.0,79.25,0.0,0.0,0.0,0.0,0.0,0.0,81.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
166,0.0,76.75,0.0,0.0,0.0,0.0,0.0,71.0,78.0,0.0,79.0,0.0,0.0,75.0,0.0,0.0,80.0,0.0,82.0,64.0
